Name,Date,Month,Event Type,Event Status,Event Size,Speaker / Resource,Resource Status,Lifelong Learning Categories,Topic Category,Target Audience,Event Category,Event Description,COR / Open to Region,City/Country,Collaboration w/other Chapters,Notes / Comments,Launch Timing,Day Chair Name,Chapter Name,Day Chair Name 2
Longevity and AI: The Future of Healthcare,2027-01-21,January,Conference,Scheduled,Large (50-100),Dr Laurent Alexandre,Under Negotiation,Personal Development,Longevity,"Members,Spouses (Mixed),YNG",Learning,"Healthcare: Will AI Surpass Human Expertise? As AI reshapes diagnosis, treatment, and prevention, what are the promises, realities, and challenges of the future of medicine?",Not Decided Yet,"Casablanca, Morocco",TBC,,2026-06-23,Zineb Sqalli,YPO Morocco Integrated,
Islam and Modernity: Between Heritage and Innovation,2027-02-18,February ,Conference,Confirmed,Large (50-100),Dr Asmaa Lamrabet,Pending,Personal Development,Spirituality,"Members,Spouses (Mixed),YNG",Learning,"Ramadan Iftar, followed by a conference .  A reflection on how to reconcile the spiritual and ethical values of Islam with the challenges of contemporary modernity.",Not Decided Yet,"Casablanca, Morocco",No,,2026-06-23,Omar Skalli,YPO Morocco Integrated,
Leading in Harmony: Lessons from the Conductor,2027-03-18,March,Conference,Confirmed,Large (50-100),Omar El Jamali,Pending,Business Leadership,Leadership,"Members,Spouses (Mixed),YNG",Learning,"Conductor or CEO, the mission is the same: turning diverse talents into collective harmony. One transforms a score into shared emotion. The other turns a vision into lasting performance.",Not Open to Region,"Casablanca, Morocco",No,,2026-06-23,Mohamed Laghrari,YPO Morocco Integrated,
Growing Up with AI,2027-04-07,April,Experiences,Scheduled,Large (50-100),TBD,Pending,Family Focus,AI & Technology,Family,Learning,"How do we prepare our children for a world we don’t yet understand?
",Not Open to Region,"Casablanca, Morocco",No,,2026-06-26,Zineb Sqalli,YPO Morocco Integrated,
Unlocking Health Through Nutrition,2027-04-22,April,Conference,Confirmed,Large (50-100),"Anthony
  Berthou",Under Negotiation,Personal Development,Wellness,"Members,Spouses (Mixed),YNG",Learning,"How can nutrition improve health, prevent disease, and enhance physical and mental performance?",Not Decided Yet,"Casablanca, Morocco",No,,2026-06-26,Mehdi Bahraoui,YPO Morocco Integrated,
Couple relationships & Sexuality,2027-05-13,May,Conference,Confirmed,Large (50-100),Meriem Bennani Smires,Pending,Personal Development,Other,"Members,Spouses (Mixed)",Learning,"How can couples preserve emotional connection, desire, and intimacy when daily life is dominated by stress, demanding schedules, and responsibilities?
",Not Open to Region,"Casablanca, Morocco",No,,2026-06-26,TBD,YPO Morocco Integrated,
AI Halfday Workshop ,2025-10-07,October,Training,Scheduled,Medium (15–50),Mark Troy ,Confirmed,Business Innovation,Technology,Spouses (Mixed),Learning,A hands-on half-day workshop exploring practical AI tools and digital platforms to spark business innovation and equip participants with skills they can apply immediately,Open to Region,"Dubai, UAE ",Yes,,2025-08-01,"Sachiv Mehta
",YPO Olive MENA Regional Integrated,
Impact Inspire: ZOOM Fireside call ,2025-10-22,October,Fireside Chat,Scheduled,Medium (15–50),TBD,Confirmed,Business Growth,Customer Service,"Gold Members,YNG",Learning,A concise virtual fireside chat featuring interactive case studies and live Q&A to inspire and engage participants.,Open to Region,ZOOM,Yes,,2025-08-20,"Sachiv Mehta
",YPO Olive MENA Regional Integrated,
MasterChef Family - Sustainability - local food sourcing ,2025-10-25,October,Experiences,Scheduled,Small (10–15),Emirates Bio Farm ,Confirmed,Business Leadership,Leadership,"Members,Gold Members","Learning,Connection",Quarterly forum for leadership development.,Not Decided Yet,"Abu Dhabi, UAE",No,,2025-09-25,"TBD
",YPO Olive MENA Regional Integrated,
The Capital Room - Investment and allocation,2025-11-11,November,Lunch & Learn,Scheduled,Large (50-100),TBD,Confirmed,Business Growth,Compliance,"Spouses (Mixed),Members",Learning,,Open to Region,"Dubai, UAE",No,,2025-10-10,Nishant Sahney,YPO Olive MENA Regional Integrated,
Fireside Chat #1 - FLAGSHIP Mentoring Impact Update,2025-11-15,November,Fireside Chat,Planning Stage,XXL (100+),Lina Hourani ,Pending,Business Innovation,Innovation,Members,Learning,,Not Open to Region,"Dubai, UAE",No,,2025-11-20,Hassan Al Hazeem,YPO Olive MENA Regional Integrated,
Longevity and performance Lab,2026-11-21,November,Experiences,Confirmed,Small (10–15),Zeina El Dana ,Confirmed,Personal Development,Longevity,"Members,Female Spouses,Male Spouses","Learning,Connection",,Not Decided Yet,"Dubai, UAE",No,,,Zeina El Dana ,YPO Olive MENA Regional Integrated,
The CEO Brain Trust,2027-01-13,January,Dine Around,Confirmed,Medium (15–50),N/A,Pending,Business Growth,Leadership,Members,Learning,,Not Open to Region,"Dubai, UAE",No,,,TBD,YPO Olive MENA Regional Integrated,
Flagship IMPACT Event,2027-05-21,May,Social Event,Confirmed,Medium (15–50),Lina Hourani ,Confirmed,Personal Development,Talent Development,"Members,YNG,Spouses (Mixed),Gold Members",Learning,,Not Open to Region,"Dubai, UAE",No,,,Hassan Al Hazeem,YPO Olive MENA Regional Integrated,
Leadership & Legacy: Inspiring the next generation of impact with Mr. Ndaba Mandela,2026-09-30,September,Keynote,Confirmed,Medium (15–50),Ndaba Mandela (Grandson of Nelson Mandela),Confirmed,Business Leadership,"Leadership,Family Business,Relationships,Entrepreneurship","Members,Spouses (Mixed),YNG",Learning,Mr. Ndaba Mandela (Nelson Mandela's grandson) encourages members to define their own impact in the world.,Not Open to Region,"Muscat, Sultanate of Oman",Yes,Speaker / F&B Canapes / Drinks,,Nailesh & Minal Khimji,YPO Oman Integrated,
Parallel World,2026-10-28,October,Exhibition,Planning Stage,Medium (15–50),Ugur Gallenkus (Turkish Digital Artist),Confirmed,Personal Development,"Creativity,Cultural","Members,Spouses (Mixed),YNG","Learning,Fun,Connection","Curated exhibition from YPO Oman, that it is thought provoking. Some pieces will be auctioned and all proceeds will go towards different charities of the chair person's choice.",Open to Region,"Muscat, Sultanate of Oman",Yes,Speaker / F&B Canapes / Drinks,,Tarek Al Said & Lamees,YPO Oman Integrated,
Impact begins with you with Alexandra Cousteau,2026-11-30,November,Fireside Chat,Planning Stage,Medium (15–50),Alexandra Cousteau (granddaughter of Jacques-Yves Cousteau),Confirmed,Generational Success,"Leadership,Sustainability,Wellness,Longevity","Members,Spouses (Mixed),YNG","Learning,Connection","Alexandra Cousteau (Jacques Cousteau's granddaughter) talks about environmental impact and global responsibility, an introspect on individuals daily impact.",Open to Region,"Muscat, Sultanate of Oman",No,Speaker / F&B Canapes / Drinks,,Rishi Khimji & Tania Al Said,YPO Oman Integrated,
Human Performances & Leadership Under Pressure with Coach Nasser Qazi,2027-01-20,January,Physical Fitness,Planning Stage,Medium (15–50),Nasser Qazi (Coach),Confirmed,Personal Development,"Wellness,Mental Health,Leadership","Members,Spouses (Mixed)","Learning,Connection","Hands on workshop on human performance and leadership under pressure - includes physical training, breath work, nervous system and emotional regulation, mental resilience practices and focus.",Open to Region,"Muscat, Sultanate of Oman",Yes,Projector and projector screen,,"Mohamed Al Harthy Diwaniya
",YPO Oman Integrated,
Inwards & Outwards with Coach Nasser Qazi,2027-01-20,January,Roundtable,Planning Stage,Medium (15–50),Nasser Qazi (Coach),Confirmed,Personal Development,"Wellness,Mental Health,Leadership","Members,Spouses (Mixed),YNG","Learning,Connection","Group session with guided leadership and self awareness discussion. Navigating pressure and external distractions with an interactive group reflection. Session to help leaders come back to themselves with greater clarity, discipline, focus and inner stability.",Not Open to Region,"Muscat, Sultanate of Oman",Yes,"Mic, F&B Canapes/ Drinks",,Dharmesh & Radhika Khimji,YPO Oman Integrated,
Driving Connections - Golf & Footgolf,2027-02-17,February ,Social Event,Planning Stage,Large (50-100),Local musicians/kids activities,Confirmed,Family Focus,"Other,Cultural,Relationships","Members,Spouses (Mixed),YNG,Family","Learning,Fun,Connection",Golf and Foot golf event. Its an adults and children competition where great prizes are up for grabs. Creating bonding moments and connection between members and families.,Not Open to Region,"Muscat, Sultanate of Oman",No,,,Sumaiya,YPO Oman Integrated,
Making extraordinary exits with Rob Follows,2027-04-13,April,Masterclass,Planning Stage,Medium (15–50),Rob Follows,Under Negotiation,Generational Success,"Entrepreneurship,Family Business,Leadership","Members,Spouses (Mixed),Gold Members",Learning,"This exclusive Master Class is for founders, private business owners, and private investors who may be planning a future exit and wish to maximize exit value. ",Not Decided Yet,"Muscat, Oman",Yes,,,Shayan Sumar,YPO Oman Integrated,
Les Nuit des Sens,2027-05-26,May,Sensorial experience,Planning Stage,Medium (15–50),Renaud Salmon,Confirmed,Adventures and Experiences,"Creativity,Other","Members,Spouses (Mixed)","Learning,Fun,Connection",Exquisite sensorial experience curated to explore the senses of a luxury fragrance and brand.,Not Open to Region,"Muscat, Sultanate of Oman",No,Dining,,Reggy Vermeulen & Dorothee Pankert,YPO Oman Integrated,
"The New World (dis)Order: Navigating Geopolitical Risk, Crisis, and Opportunity for Business",2026-09-25,September,Milestone Event,Confirmed,Large (50-100),Marco Vicenzino,Confirmed,Personal Development,"Geopolitics,Investing","Members,Spouses (Mixed),YNG",Learning,The Middle East is being repriced in real time — hear geopolitical strategist Marco Vicenzino break down what it means for your capital,Open to Region,,Yes,,2026-08-29,Rahim Rafi,YPO Pakistan,
"Pause, Breathe, Heal",2026-10-02,October,Experiences,Scheduled,Medium (15–50),TBC,,Personal Development,Wellness,Spouses (Mixed),Experiential,"A special wellness experience created exclusively for YPO spouses. Discover the perfect blend of Yoga and Reiki to restore balance, energy and inner calm.",,,,,2026-09-10,"Zaver Hashwani, Anum Teli & Kiran Zuberi",YPO Pakistan,
AI for the C-Suite,2027-01-16,January,Training,Scheduled,Medium (15–50),Ross Hendin,Confirmed,Business Innovation,AI & Technology,"Members,Spouses (Mixed),YNG",Learning,A hands-on executive workshop designed to help C-suite leaders harness AI for strategic impact and growth.,Open to Region,,,,2026-12-01,,YPO Pakistan,
Closer Together,2027-04-02,April,Experiences,Confirmed,Medium (15–50),Anna Kellberg,Confirmed,Personal Development,Relationships,"Members,Spouses (Mixed)",Relationships,"A Date Night with Anna Kellberg designed for couples' bonding — an engaging evening of conversation, connection, and shared insights in a warm, intimate setting.",,,,,2027-02-01,,YPO Pakistan,
Speaker ,2026-10-08,October,Social Event,Planning Stage,Medium (15–50),Kaihan Krippendorff,Pending,Business Growth,Investing,Members,Learning,Speaker ,Not Open to Region,Qatar,No,,2026-10-08,,YPO Qatar Integrated,
Qatar Economic Forum,2027-04-06,April,Virtual/Hybrid,Scheduled,Medium (15–50),Bloomberg Qatar,Confirmed,Business Growth,Customer Service,Members,Learning,Bloomberg Qatar ,Open to Region,Qatar,No,Invite external customer experience expert.,2027-04-06,,YPO Qatar Integrated,
Event with Tareq Amin- CEO of Humain,2026-09-27,September,Fireside Chat,Confirmed,Medium (15–50),Tareq Amin of Humain,Confirmed,Business Leadership,"Leadership,AI & Technology",Members,"Learning,Connection",Fireside chat with the CEO of Humain,Open to Region,"Riyadh, KSA",Yes,,2026-08-24,TBA,YPO Saudi,
Healing & Stress Management by Karima ,2026-09-29,September,Experiences,Confirmed,Medium (15–50),Karima,Confirmed,Personal Development,Wellness,Female Spouses,"Learning,Connection",Stress Management Workshop,Open to Region,"Riyadh, Jeddah KSA",Yes,Collaboration with YPO Gold Saudi ,2026-08-24,,YPO Saudi,
"Event with Patrick Pichette 
",2026-10-21,October,Fireside Chat,Confirmed,Medium (15–50),Patrick Pichette,Confirmed,Business Leadership,"Leadership,Investing",Members,Learning,"As CFO of Google from 2008 to 2015, he took an active part in Google’s growth agenda and ultimately supported the creation of the Alphabet structure. ",Open to Region,"Riyadh, KSA",Yes,Fireside chat event,2026-09-30,Mr. Abdulaziz Alrashed,YPO Saudi,
YPO GCC Shark Tank,2026-11-07,November,Virtual/Hybrid,Confirmed,Large (50-100),Ascend,Confirmed,Family Focus,"Innovation,Entrepreneurship,Investing,AI & Technology,Family Business,Parenting,Talent Development",Family,"Learning,Fun,Connection","Empowering the Next Generation of Leaders through Entrepreneurship, AI, and Vision 2030. Open to 9 to 17 YPO kids. 8 online sessions and with a live Finale for sales pitch in Riyadh. 
Note: 8 weeks online sessions & one day in-person finale in Riyadh. 
",Open to Region,"Riyadh, KSA",Yes,Seeking Regional Support,2026-07-01,Ms. Rasha Al Rashed,YPO Saudi,
"Event with 
Dr. Khaleel Alzyood
",2026-11-23,November,Fireside Chat,Confirmed,Medium (15–50),Dr. Khaleel Alzyood,Confirmed,Personal Development,"Wellness,Mental Health,Parenting,Relationships,Spirituality","Members,Spouses (Mixed),YNG","Learning,Connection","Dr. Khaleel Alzyood is a prominent Jordanian family and educational relations consultant. He is widely recognized across the Arab world for his digital content, lectures, and workshops focusing on marital dynamics, parenting, and personal psychology. 
",Open to Region,"Riyadh, Jeddah, Al-Khobar KSA",Yes,Collaboration with YPO Gold Saudi,2026-10-25,,YPO Saudi,
"Building AI Skills, One Sprint at a Time with Andrea Prazakova 
",2027-01-18,January,In the Boardroom,Confirmed,Medium (15–50),Andrea Prazkova,Confirmed,Business Innovation,AI & Technology,"Members,Spouses (Mixed),YNG","Learning,Fun,Connection","Andrea has 34 years of experience in innovation, banking, technology, and ESG across Europe, Asia, Africa, and the Middle East. She is a Human-Centered AI Consultant, a TEDx speaker, investor, advisory board member, upcoming author, podcast host of Space Uncensored (Women in Space economy focused podcast). She is the Founder & CEO of AI Capacity Building consultancy BrainGym with its BrainGym.ai platform, AI Start up Zufa.Ai, Agentic Digital Nanny empowering parents and children to navigate online content safely and most recently, Andrea co-founded DAON.Tech, which is building the world’s first AI powered concierge for seamless communication between school and parents.
",Open to Region,"Riyad, Jeddah & Al-Khobar KSA",Yes,In Collaboration with YPO Gold Saudi,2026-11-29,TBA,YPO Saudi,
"Flagship Educational Event with Prof. Marco Bertini of Esade
",2027-03-22,March,In the Boardroom,Confirmed,Medium (15–50),Prof. Marco Bertini of Esade,Confirmed,Business Leadership,"Leadership,Investing,Entrepreneurship,Sustainability,Customer Service,Finance,Compliance,Innovation","Members,YNG","Learning,Connection",one day workshop. Signature Educational Event,Open to Region,"Riyadh, KSA",Yes,Collaboration with YPO Gold Saudi,2026-11-29,Mr. Abdulaziz Albassam,YPO Saudi,
Sushi Making Event,2027-04-20,April,Experiences,Confirmed,Medium (15–50),Atsuko Ikeda,Confirmed,Adventures and Experiences,"Creativity,Parenting,Relationships",Family,"Learning,Fun,Connection","We bring the art of authentic Japanese home cooking to Saudi Arabia through hands-on classes led by chef Atsuko Ikeda, this immersive experiences include sushi making classes, bento box workshops, and traditional Japanese dishes. Join us to learn, cook, and enjoy the true flavours of Japan.
",Open to Region,"Riyad, Jeddah and Al-Khobar KSA",Yes,Open for families,2026-12-27,TBA,YPO Saudi,
Awakening & Reflection,2026-10-08,October,Conference,Planning Stage,Medium (15–50),"Philosopher, author, executive coach",Wishlist,Personal Development,"Leadership,Sustainability,Talent Development","Members,Spouses (Mixed)",Learning,"Am I living aligned?
Deep reflection and introspection",,Tunis,,,,,YPO Tunisia,
Leading from Alignment,2026-11-19,November,Conference,Planning Stage,Medium (15–50),"HBS professor, CEO, leadership expert",Wishlist,Business Leadership,"Leadership,Talent Development","Members,Spouses (Mixed)",Learning,"alignment between:
- values,
-leadership,
-company culture,
-decision-making.
",,Tunis,,,,,YPO Tunisia,
Energy to Live Fully,2027-01-28,January,Experiences,Planning Stage,Medium (15–50),"Physician, neuroscientist, longevity researcher, elite athlete",Wishlist,Personal Development,"Wellness,Longevity","Members,Spouses (Mixed)",Learning,"How do we remain physically, mentally and emotionally at our best over the next three decades?",,Tunis,,,,,YPO Tunisia,
Relationships & Legacy,2027-03-25,March,Roundtable,Planning Stage,Medium (15–50),"Family therapist, author, ",Wishlist,Generational Success,"Longevity,Relationships","Members,Spouses (Mixed)",Learning,"Cultivating meaningful relationships through presence, authenticity, and shared purpose.",,Tunis,,,,,YPO Tunisia,
Build the Brain: An AI Sprint for Leaders,2026-09-17,September,Training,Confirmed,Medium (15–50),TBC,Under Negotiation,Business Leadership,"Leadership,AI & Technology","Members,Spouses (Mixed)",Learning,,Not Open to Region,"Dubai, UAE",No,,,,YPO UAE Integrated,
Future Intelligence - Leading in the age of AI- Mo Gawdat,2026-09-28,September,Other,Confirmed,Large (50-100),Mo Gawdat,Confirmed,Business Growth,AI & Technology,"Members,Spouses (Mixed)",Learning,,Not Open to Region,Dubai,Yes,,2026-08-17,Carlos Oliveira Sánchez-Molin,YPO UAE Integrated,
The Future of Gaming,2026-10-08,October,Training,Confirmed,Medium (15–50),TBC,Under Negotiation,,"AI & Technology,Innovation","Members,Spouses (Mixed)",Learning,,Not Decided Yet,"Dubai, UAE",No,,,,YPO UAE Integrated,
Mental Fitness for High Performers,2026-10-16,October,Training,Confirmed,Medium (15–50),TBC,Under Negotiation,,"Wellness,Mental Health","Members,Spouses (Mixed)",Learning,,Not Decided Yet,"Dubai, UAE",No,,,,YPO UAE Integrated,
How to Raise & How to Invest in Early Stage Companies,2026-11-05,November,Training,Confirmed,Medium (15–50),TBC,Under Negotiation,,Investing,"Members,Spouses (Mixed)",Learning,,Not Decided Yet,"Dubai, UAE",No,,,,YPO UAE Integrated,
AI & VR Enabled Innovation and Sustainability in manufacturing,2026-11-20,November,Training,Confirmed,Medium (15–50),Javier Delgado,Confirmed,,"AI & Technology,Sustainability","Members,Spouses (Mixed)",Learning,,Not Decided Yet,"Dubai, UAE",No,,,,YPO UAE Integrated,
The Founder's Edge with Prof Martin A. Sinozich,2026-12-11,December,Other,Confirmed,Large (50-100),Prof Martin A. Sinozich,Confirmed,Business Growth,"Leadership,Entrepreneurship,Finance","Members,Spouses (Mixed)",Learning,"The Founder's Edge: Growth, Capital & Exit Strategies with Harvard Business School's Professor Martin A. Sinozich

Build a business that's investor-ready, exit-ready, and built for long-term value. Join Harvard Business School Professor Martin A. Sinozich for an exclusive two-day programme featuring live HBS case studies and practical frameworks on building, funding, scaling, and exiting your business.

About Professor Martin A. Sinozich
A faculty member at Harvard Business School specialising in entrepreneurship, venture capital, and private equity. Known for his case-based teaching style, Professor Sinozich challenges conventional thinking and equips CEOs, founders, and owner-operators with the tools to build, value, and grow world-class businesses.

Key Takeaways:

Build a Category-Defining Business: Learn what separates good companies from category-defining ones, and exactly what it takes to get there.
Think Beyond the Business: Stop building a business, start building an empire.
Know Your Worth: Know your number before someone else tells you what it is.
Plan Your Freedom: Build a strategy that gives you the freedom to choose when, how, and at what price you walk away.
Master Valuation: Understand how investors and acquirers value businesses, and position yours to command a premium.
Exit With Control: Exit on your terms, not theirs.
🗓️ Date: 11-12 December 2026 (Fri-Sat)
🕐 Time: 8:30 AM - 5:00 PM
📍 Venue: Dubai Knowledge Park Conference Hall
👑 Event Champion: Rahim Manji
👥 Open to: YPO UAE Members & Spouses/Partners - FREE | Other YPO Members, Spouses/Partners & C-Suite Executives - $1499",Not Open to Region,"Dubai , U.A.E",No,,2026-08-11,Rahim Manji,YPO UAE Integrated,
Axis 2027: YPO UAE Signature Event,2027-01-15,January,Milestone Event,Confirmed,Large (50-100),"Damon West, Ferran González Feliubadaló, Giuseppe Giuseppe Stigliano , Michael G. Jacobides, Luis Huete, Sandra Sieber , and Paolo Taticchi",Confirmed,Business Leadership,Leadership,"Members,Spouses (Mixed)",Learning,"• A rare opportunity to experience
Damon West’s life-changing talk in
person.
• Exclusive access to global thought
leaders shaping the future of leadership.
• A program designed for action,
alignment, and long-term impact.",Open to Region,"Dubai, UAE",No,"Its a 2 day event , 15-16th January 2027",2026-08-20,Adriana Usvat,YPO UAE Integrated,
